"Transaction Date","First Name","Last Name",Title,Symbol,Name,"Transaction Total",Transaction,"Note Text"
2023-09-14,Lloyd,Doggett,"US Congressman",HD,"Home Depot",8000,Buy,"Traded $1,001 to $15,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",ABT,"Abbott Laborat",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",ADBE,"Adobe Systems ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",AMD,"Adv Micro Devi",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",GOOGL,"Alphabet Cl A",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",AMZN,"Amazon.com Inc",75000,Buy,"Traded $50,001 to $100,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",AXP,"American Expre",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",ELV,"Elevance Healt",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",AAPL,"Apple Inc",75000,Buy,"Traded $50,001 to $100,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",AMAT,"Applied Materi",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",AZO,Autozone,32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",BLK,"Blackrock Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",BSX,"Boston Scienti",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",CSX,"CSX Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",CAT,"Caterpillar In",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",CVX,"Chevron Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",CMG,"Chipotle Mexic",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",KO,"Coca-Cola Comp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",CMCSA,"Comcast Corp A",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",COP,Conocophillips,32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",STZ,"Constellation ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",DHR,"Danaher Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",DE,"Deere & Compan",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",EW,"Edwards Lifesc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",EMR,"Emerson Electr",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",META,"Meta Platforms",75000,Buy,"Traded $50,001 to $100,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",FI,"Fiserv Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",GS,"Goldman Sachs ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",HLT,"Hilton Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",HD,"Home Depot",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",HON,"Honeywell Inte",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",ICE,Intercontinent,32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",JPM,"JP Morgan Chas",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",KLAC,"K L A-Tencor C",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",LRCX,"Lam Research C",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",LLY,"Eli Lilly and ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",MA,"Mastercard Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",MSFT,"Microsoft Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",NKE,"Nike Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",NVDA,"Nvidia Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",PANW,"Palo Alto Netw",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",PEP,"Pepsico Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",PG,"Procter & Gamb",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",RTX,"Rtx Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",SPGI,"S&P Global Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",CRM,"Salesforce Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",SHW,Sherwin-Willia,32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",SBUX,"Starbucks Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",TMUS,"T-Mobile US",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",TXN,"Texas Instrume",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",TMO,"Thermo Fisher ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",UNP,"Union Pacific ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",UNH,"Unitedhealth G",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",VLO,"Valero Energy ",75000,Buy,"Traded $50,001 to $100,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",V,"Visa Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-09-13,Markwayne,Mullin,"US Senator",ZTS,"Zoetis Inc Cl ",32500,Buy,"Traded $15,001 to $50,000 ."
